"","Path","Category","FieldID","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding"
"312","Additional exposures > Physical activity measurement > Acceleration averages",1009,90048,"Average acceleration 21:00 - 21:59",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"313","Additional exposures > Physical activity measurement > Acceleration averages",1009,90049,"Average acceleration 22:00 - 22:59",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"314","Additional exposures > Physical activity measurement > Acceleration averages",1009,90050,"Average acceleration 23:00 - 23:59",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"315","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90051,"Wear duration overall",103671,103671,"Accruing","Continuous","days","Data","Derived","Unisex",1,1,NA
"316","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90052,"Non wear duration overall",103671,103671,"Accruing","Continuous","days","Data","Derived","Unisex",1,1,NA
"317","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90053,"Wear duration during Monday",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"318","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90054,"Wear duration during Tuesday",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"319","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90055,"Wear duration during Wednesday",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"320","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90056,"Wear duration during Thursday",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"321","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90057,"Wear duration during Friday",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"322","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90058,"Wear duration during Saturday",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"323","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90059,"Wear duration during Sunday",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"324","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90060,"Wear duration during 00:00 - 00:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"325","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90061,"Wear duration during 01:00 - 01:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"326","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90062,"Wear duration during 02:00 - 02:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"327","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90063,"Wear duration during 03:00 - 03:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"328","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90064,"Wear duration during 04:00 - 04:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"329","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90065,"Wear duration during 05:00 - 05:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"330","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90066,"Wear duration during 06:00 - 06:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"331","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90067,"Wear duration during 07:00 - 07:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"332","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90068,"Wear duration during 08:00 - 08:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"333","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90069,"Wear duration during 09:00 - 09:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"334","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90070,"Wear duration during 10:00 - 10:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"335","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90071,"Wear duration during 11:00 - 11:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"336","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90072,"Wear duration during 12:00 - 12:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"337","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90073,"Wear duration during 13:00 - 13:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"338","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90074,"Wear duration during 14:00 - 14:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"339","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90075,"Wear duration during 15:00 - 15:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"340","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90076,"Wear duration during 16:00 - 16:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"341","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90077,"Wear duration during 17:00 - 17:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"342","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90078,"Wear duration during 18:00 - 18:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"343","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90079,"Wear duration during 19:00 - 19:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"344","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90080,"Wear duration during 20:00 - 20:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"345","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90081,"Wear duration during 21:00 - 21:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"346","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90082,"Wear duration during 22:00 - 22:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"347","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90083,"Wear duration during 23:00 - 23:59",103671,103671,"Accruing","Continuous","hours","Data","Derived","Unisex",1,1,NA
"348","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90084,"Unique hours of wear in a 24 hour cycle (scattered over multiple days)",103671,103671,"Accruing","Integer","hours","Data","Derived","Unisex",1,1,NA
"349","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90085,"Unique minutes of wear in a 24 hour cycle (scattered over multiple days)",103671,103671,"Accruing","Integer","minutes","Data","Derived","Unisex",1,1,NA
"350","Additional exposures > Physical activity measurement > Accelerometer wear time duration",1011,90086,"Non wear episodes over 1 hour duration",103671,103671,"Accruing","Integer","","Data","Derived","Unisex",1,1,NA
"351","Additional exposures > Physical activity measurement > Acceleration averages",1009,90087,"No-wear time bias adjusted average acceleration",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"352","Additional exposures > Physical activity measurement > Acceleration averages",1009,90088,"No-wear time bias adjusted acceleration standard deviation",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"353","Additional exposures > Physical activity measurement > Acceleration averages",1009,90089,"No-wear time bias adjusted acceleration median",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"354","Additional exposures > Physical activity measurement > Acceleration averages",1009,90090,"No-wear time bias adjusted acceleration minimum",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"355","Additional exposures > Physical activity measurement > Acceleration averages",1009,90091,"No-wear time bias adjusted acceleration maximum",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"356","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90092,"Fraction acceleration <= 1 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"357","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90093,"Fraction acceleration <= 2 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"358","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90094,"Fraction acceleration <= 3 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"359","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90095,"Fraction acceleration <= 4 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"360","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90096,"Fraction acceleration <= 5 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"361","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90097,"Fraction acceleration <= 6 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"362","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90098,"Fraction acceleration <= 7 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"363","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90099,"Fraction acceleration <= 8 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"364","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90100,"Fraction acceleration <= 9 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"365","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90101,"Fraction acceleration <= 10 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"366","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90102,"Fraction acceleration <= 11 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"367","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90103,"Fraction acceleration <= 12 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"368","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90104,"Fraction acceleration <= 13 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"369","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90105,"Fraction acceleration <= 14 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"370","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90106,"Fraction acceleration <= 15 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"371","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90107,"Fraction acceleration <= 16 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"372","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90108,"Fraction acceleration <= 17 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"373","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90109,"Fraction acceleration <= 18 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"374","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90110,"Fraction acceleration <= 19 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"375","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90111,"Fraction acceleration <= 20 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"376","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90112,"Fraction acceleration <= 25 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"377","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90113,"Fraction acceleration <= 30 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"378","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90114,"Fraction acceleration <= 35 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"379","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90115,"Fraction acceleration <= 40 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"380","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90116,"Fraction acceleration <= 45 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"381","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90117,"Fraction acceleration <= 50 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"382","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90118,"Fraction acceleration <= 55 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"383","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90119,"Fraction acceleration <= 60 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"384","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90120,"Fraction acceleration <= 65 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"385","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90121,"Fraction acceleration <= 70 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"386","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90122,"Fraction acceleration <= 75 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"387","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90123,"Fraction acceleration <= 80 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"388","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90124,"Fraction acceleration <= 85 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"389","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90125,"Fraction acceleration <= 90 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"390","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90126,"Fraction acceleration <= 95 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"391","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90127,"Fraction acceleration <= 100 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"392","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90128,"Fraction acceleration <= 125 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"393","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90129,"Fraction acceleration <= 150 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"394","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90130,"Fraction acceleration <= 175 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"395","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90131,"Fraction acceleration <= 200 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"396","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90132,"Fraction acceleration <= 225 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"397","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90133,"Fraction acceleration <= 250 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"398","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90134,"Fraction acceleration <= 275 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"399","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90135,"Fraction acceleration <= 300 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"400","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90136,"Fraction acceleration <= 325 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"401","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90137,"Fraction acceleration <= 350 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"402","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90138,"Fraction acceleration <= 375 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"403","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90139,"Fraction acceleration <= 400 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"404","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90140,"Fraction acceleration <= 425 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"405","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90141,"Fraction acceleration <= 450 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"406","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90142,"Fraction acceleration <= 475 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"407","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90143,"Fraction acceleration <= 500 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"408","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90144,"Fraction acceleration <= 600 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"409","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90145,"Fraction acceleration <= 700 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"410","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90146,"Fraction acceleration <= 800 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"411","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90147,"Fraction acceleration <= 900 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"412","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90148,"Fraction acceleration <= 1000 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"413","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90149,"Fraction acceleration <= 1100 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"414","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90150,"Fraction acceleration <= 1200 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"415","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90151,"Fraction acceleration <= 1300 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"416","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90152,"Fraction acceleration <= 1400 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"417","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90153,"Fraction acceleration <= 1500 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"418","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90154,"Fraction acceleration <= 1600 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"419","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90155,"Fraction acceleration <= 1700 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"420","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90156,"Fraction acceleration <= 1800 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"421","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90157,"Fraction acceleration <= 1900 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"422","Additional exposures > Physical activity measurement > Acceleration intensity distribution",1010,90158,"Fraction acceleration <= 2000 milli-gravities",103671,103671,"Accruing","Continuous","Fraction","Data","Derived","Unisex",1,1,NA
"423","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90159,"Error tolerance before calibration",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"424","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90160,"Error tolerance after calibration",103671,103671,"Accruing","Continuous","milli-gravity","Data","Derived","Unisex",1,1,NA
"425","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90161,"Calibration coefficients - x offset",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"426","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90162,"Calibration coefficients - y offset",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"427","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90163,"Calibration coefficients - z offset",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"428","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90164,"Calibration coefficients - x slope",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"429","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90165,"Calibration coefficients - y slope",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"430","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90166,"Calibration coefficients - z slope",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"431","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90167,"Calibration coefficients - x temp",103671,103671,"Accruing","Continuous","Celsius","Data","Derived","Unisex",1,1,NA
"432","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90168,"Calibration coefficients - y temp",103671,103671,"Accruing","Continuous","Celsius","Data","Derived","Unisex",1,1,NA
"433","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90169,"Calibration coefficients - z temp",103671,103671,"Accruing","Continuous","Celsius","Data","Derived","Unisex",1,1,NA
"434","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90170,"Calibration coefficients - mean temperature",103671,103671,"Accruing","Continuous","Celsius","Data","Derived","Unisex",1,1,NA
"435","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90171,"Calibration - number of static points",103671,103671,"Accruing","Integer","","Data","Derived","Unisex",1,1,NA
"436","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90172,"Calibration - minimum x stationary value",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"437","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90173,"Calibration - maximum x stationary value",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"438","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90174,"Calibration - minimum y stationary value",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"439","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90175,"Calibration - maximum y stationary value",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"440","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90176,"Calibration - minimum z stationary value",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"441","Additional exposures > Physical activity measurement > Accelerometer calibration",1012,90177,"Calibration - maximum z stationary value",103671,103671,"Accruing","Continuous","gravities","Data","Derived","Unisex",1,1,NA
"442","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90179,"Device ID",103671,103671,"Accruing","Integer","","Data","Derived","Unisex",1,1,NA
"443","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90180,"Interrupted recording periods",103671,103671,"Accruing","Integer","","Data","Derived","Unisex",1,1,NA
"444","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90181,"Duration of interrupted recording periods",103671,103671,"Accruing","Continuous","minutes","Data","Derived","Unisex",1,1,NA
"445","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90182,"Data recording errors",103671,103671,"Accruing","Integer","","Data","Derived","Unisex",1,1,NA
"446","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90183,"Readings exceeding +/-8 gravities before calibration",103671,103671,"Accruing","Integer","","Data","Derived","Unisex",1,1,NA
"447","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90184,"Maximum readings exceeding +/-8 gravities before calibration in a 5 second epoch",103671,103671,"Accruing","Integer","readings","Data","Derived","Unisex",1,1,NA
"448","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90185,"Readings exceeding +/-8 gravities after calibration",103671,103671,"Accruing","Integer","","Data","Derived","Unisex",1,1,NA
"449","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90186,"Maximum readings exceeding +/-8 gravities after calibration in a 5 second epoch",103671,103671,"Accruing","Integer","readings","Data","Derived","Unisex",1,1,NA
"450","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90187,"Total data readings",103671,103671,"Accruing","Integer","readings","Data","Derived","Unisex",1,1,NA
"451","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90188,"Sample rate average",103671,103671,"Accruing","Continuous","Hz","Data","Derived","Unisex",1,1,NA
"452","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90189,"Sample rate standard deviation",103671,103671,"Accruing","Continuous","Hz","Data","Derived","Unisex",1,1,NA
"453","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90190,"Sample rate minimum",103671,103671,"Accruing","Continuous","Hz","Data","Derived","Unisex",1,1,NA
"454","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90191,"Sample rate maximum",103671,103671,"Accruing","Continuous","Hz","Data","Derived","Unisex",1,1,NA
"455","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90192,"Temperature average",103671,103671,"Accruing","Continuous","Celsius","Data","Derived","Unisex",1,1,NA
"456","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90193,"Temperature standard deviation",103671,103671,"Accruing","Continuous","Celsius","Data","Derived","Unisex",1,1,NA
"457","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90194,"Temperature minimum",103671,103671,"Accruing","Continuous","Celsius","Data","Derived","Unisex",1,1,NA
